round,prototype_step_m,theta_0_0,theta_0_1,theta_1_0,theta_1_1,theta_2_0,theta_2_1,theta_3_0,theta_3_1,theta_4_0,theta_4_1,softmax_0_0,softmax_0_1,softmax_1_0,softmax_1_1,softmax_2_0,softmax_2_1,softmax_3_0,softmax_3_1,softmax_4_0,softmax_4_1
0,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
1,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
2,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
3,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
4,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
5,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
6,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
7,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
8,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,-0.02327025722603672,-0.03709164438722095,0.0639030901424664,-0.027496423176165703,-0.008168117389054902,0.09004835570789392,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404,0.5034552917848915,0.4965447082151086,0.5228339845289414,0.4771660154710586,0.47546560109561486,0.5245343989043851
9,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
10,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
11,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
12,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
13,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
14,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
15,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
16,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
17,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
18,1,0.6142150598179027,-0.6786501915617007,0.7186658996903766,-0.6167204921409589,0.6310409693709368,-0.6914028709841955,0.6318935675463486,-0.5954869005800477,0.7704421927111158,-0.6885619543922767,0.7846317678473719,0.21536823215262804,0.7917302114069571,0.2082697885930429,0.7895880105294497,0.2104119894705504,0.7733597660949991,0.22664023390500082,0.8113803144264949,0.1886196855735051
19,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
20,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
21,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
22,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
23,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
24,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
25,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
26,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
27,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
28,2,0.3192932862116232,-0.3837284179554209,0.4070689904192975,-0.3051235828698798,0.3244735756531844,-0.3848354772664433,0.36350375550029845,-0.32709708853399744,0.41282925170727636,-0.33094901338843746,0.6688573820668641,0.3311426179331359,0.6708854572199032,0.3291145427800969,0.6702484677902532,0.32975153220974684,0.6661005741676139,0.333899425832386,0.6778215056627714,0.32217849433722856
29,3,0.2405344935016115,-0.30496962524540894,0.32565961343349153,-0.22371420588407395,0.24390588002865646,-0.30426778164191537,0.28817723340508977,-0.2517705664387884,0.32187008965904584,-0.23998985134020692,0.6330918845399002,0.3669081154600997,0.6339903001077483,0.36600969989225174,0.6337117628489276,0.36628823715107234,0.631800274565837,0.36819972543416307,0.6368827854223114,0.36311721457768864
30,3,0.2405344935016115,-0.30496962524540894,0.32565961343349153,-0.22371420588407395,0.24390588002865646,-0.30426778164191537,0.28817723340508977,-0.2517705664387884,0.32187008965904584,-0.23998985134020692,0.6330918845399002,0.3669081154600997,0.6339903001077483,0.36600969989225174,0.6337117628489276,0.36628823715107234,0.631800274565837,0.36819972543416307,0.6368827854223114,0.36311721457768864
31,3,0.2405344935016115,-0.30496962524540894,0.32565961343349153,-0.22371420588407395,0.24390588002865646,-0.30426778164191537,0.28817723340508977,-0.2517705664387884,0.32187008965904584,-0.23998985134020692,0.6330918845399002,0.3669081154600997,0.6339903001077483,0.36600969989225174,0.6337117628489276,0.36628823715107234,0.631800274565837,0.36819972543416307,0.6368827854223114,0.36311721457768864
32,3,0.2405344935016115,-0.30496962524540894,0.32565961343349153,-0.22371420588407395,0.24390588002865646,-0.30426778164191537,0.28817723340508977,-0.2517705664387884,0.32187008965904584,-0.23998985134020692,0.6330918845399002,0.3669081154600997,0.6339903001077483,0.36600969989225174,0.6337117628489276,0.36628823715107234,0.631800274565837,0.36819972543416307,0.6368827854223114,0.36311721457768864
