round,i,j,r_i,r_j
0,29,36,1.0,1.0
0,41,40,1.0,1.0
0,8,17,3.0,3.0
0,10,35,0.0,5.0
0,14,25,0.0,5.0
0,0,14,3.0,3.0
0,43,42,1.0,1.0
1,45,18,5.0,0.0
1,9,44,0.0,5.0
1,12,46,0.0,5.0
1,44,21,5.0,0.0
1,17,25,0.0,5.0
1,22,13,3.0,3.0
1,9,11,3.0,3.0
1,13,49,3.0,3.0
2,45,38,0.0,5.0
2,27,35,0.0,5.0
2,45,23,1.0,1.0
2,38,35,1.0,1.0
2,49,20,1.0,1.0
2,15,14,3.0,3.0
2,19,43,0.0,5.0
2,1,46,3.0,3.0
2,48,31,5.0,0.0
3,48,36,5.0,0.0
3,25,38,0.0,5.0
3,17,4,5.0,0.0
3,30,14,3.0,3.0
3,48,5,3.0,3.0
3,37,49,0.0,5.0
3,39,28,5.0,0.0
3,16,23,5.0,0.0
3,37,28,0.0,5.0
3,9,37,0.0,5.0
3,33,31,1.0,1.0
3,8,6,3.0,3.0
3,12,7,3.0,3.0
3,24,14,3.0,3.0
3,19,47,0.0,5.0
4,41,34,0.0,5.0
4,37,35,3.0,3.0
4,46,10,5.0,0.0
4,31,24,3.0,3.0
4,1,36,3.0,3.0
4,12,11,3.0,3.0
4,27,34,3.0,3.0
4,14,10,5.0,0.0
5,12,9,3.0,3.0
5,21,25,3.0,3.0
5,46,2,5.0,0.0
5,39,9,3.0,3.0
5,31,32,1.0,1.0
5,25,44,1.0,1.0
6,2,17,3.0,3.0
6,1,29,3.0,3.0
6,6,29,0.0,5.0
6,9,10,3.0,3.0
6,7,2,3.0,3.0
6,7,16,3.0,3.0
7,0,16,3.0,3.0
7,49,46,1.0,1.0
7,32,20,5.0,0.0
7,42,33,5.0,0.0
7,45,35,3.0,3.0
7,3,38,5.0,0.0
7,47,25,5.0,0.0
7,38,20,0.0,5.0
7,16,26,3.0,3.0
7,24,9,3.0,3.0
8,10,38,0.0,5.0
8,13,38,3.0,3.0
8,37,7,5.0,0.0
8,16,1,5.0,0.0
8,40,15,5.0,0.0
8,42,33,1.0,1.0
8,6,43,3.0,3.0
8,41,27,5.0,0.0
8,16,4,3.0,3.0
8,18,33,0.0,5.0
8,11,37,5.0,0.0
8,41,19,1.0,1.0
8,48,40,5.0,0.0
9,29,34,5.0,0.0
9,21,3,3.0,3.0
9,30,4,3.0,3.0
9,13,15,3.0,3.0
9,4,13,0.0,5.0
9,47,23,3.0,3.0
9,44,21,1.0,1.0
9,46,26,3.0,3.0
9,38,15,3.0,3.0
9,46,10,5.0,0.0
10,44,7,5.0,0.0
10,24,36,0.0,5.0
10,35,2,5.0,0.0
10,37,5,3.0,3.0
10,16,48,1.0,1.0
10,15,37,1.0,1.0
10,35,41,3.0,3.0
10,44,5,5.0,0.0
10,38,3,3.0,3.0
10,6,21,3.0,3.0
10,24,3,3.0,3.0
10,19,11,3.0,3.0
11,38,11,3.0,3.0
11,13,43,5.0,0.0
11,42,8,5.0,0.0
11,44,6,5.0,0.0
11,36,12,3.0,3.0
11,45,15,5.0,0.0
11,46,47,1.0,1.0
11,20,1,3.0,3.0
12,34,2,3.0,3.0
12,49,22,5.0,0.0
12,14,41,1.0,1.0
12,17,19,5.0,0.0
12,12,7,3.0,3.0
12,14,1,3.0,3.0
12,18,29,3.0,3.0
12,13,1,3.0,3.0
13,41,18,3.0,3.0
13,6,37,3.0,3.0
13,49,38,5.0,0.0
13,24,48,5.0,0.0
13,14,22,5.0,0.0
13,29,2,5.0,0.0
13,36,5,5.0,0.0
13,9,39,0.0,5.0
13,14,23,3.0,3.0
13,45,47,3.0,3.0
13,0,11,3.0,3.0
13,10,7,3.0,3.0
13,35,29,1.0,1.0
13,34,9,3.0,3.0
13,18,17,5.0,0.0
14,0,37,3.0,3.0
14,1,48,0.0,5.0
14,36,19,0.0,5.0
14,9,4,3.0,3.0
14,6,42,0.0,5.0
15,46,19,5.0,0.0
15,43,18,5.0,0.0
15,17,40,0.0,5.0
15,38,31,1.0,1.0
15,22,16,5.0,0.0
15,29,1,3.0,3.0
15,36,10,3.0,3.0
15,9,47,0.0,5.0
15,24,4,3.0,3.0
15,36,4,3.0,3.0
15,5,48,0.0,5.0
16,18,31,0.0,5.0
16,31,44,1.0,1.0
16,30,23,3.0,3.0
16,42,47,5.0,0.0
16,32,16,1.0,1.0
16,46,27,5.0,0.0
16,36,8,5.0,0.0
16,18,21,3.0,3.0
16,48,0,5.0,0.0
16,34,36,3.0,3.0
17,35,25,1.0,1.0
17,17,10,1.0,1.0
17,6,2,3.0,3.0
17,0,14,0.0,5.0
17,17,42,5.0,0.0
17,4,26,3.0,3.0
17,3,23,0.0,5.0
18,26,3,3.0,3.0
18,15,33,0.0,5.0
18,28,3,3.0,3.0
18,35,36,0.0,5.0
18,9,45,3.0,3.0
18,43,40,1.0,1.0
18,25,43,0.0,5.0
18,5,12,0.0,5.0
19,11,3,3.0,3.0
19,45,35,5.0,0.0
19,1,42,0.0,5.0
19,0,41,0.0,5.0
19,32,37,0.0,5.0
19,37,7,5.0,0.0
19,34,45,5.0,0.0
19,21,23,0.0,5.0
19,11,22,0.0,5.0
19,17,23,0.0,5.0
20,34,43,0.0,5.0
20,18,42,0.0,5.0
20,25,13,3.0,3.0
20,27,43,1.0,1.0
20,39,7,5.0,0.0
21,5,48,0.0,5.0
21,16,15,3.0,3.0
21,5,42,1.0,1.0
21,21,5,3.0,3.0
21,30,3,3.0,3.0
21,30,39,1.0,1.0
21,32,35,0.0,5.0
21,21,30,3.0,3.0
21,49,30,5.0,0.0
21,41,8,5.0,0.0
21,2,22,3.0,3.0
22,37,38,3.0,3.0
22,14,23,0.0,5.0
22,32,33,1.0,1.0
22,41,49,1.0,1.0
22,28,18,5.0,0.0
22,39,23,0.0,5.0
22,48,17,1.0,1.0
23,32,46,1.0,1.0
23,41,43,5.0,0.0
23,49,45,1.0,1.0
23,39,44,3.0,3.0
23,10,5,3.0,3.0
23,17,30,3.0,3.0
23,39,26,5.0,0.0
23,25,9,3.0,3.0
23,39,45,1.0,1.0
23,42,3,5.0,0.0
23,16,34,5.0,0.0
23,46,12,3.0,3.0
24,42,9,3.0,3.0
24,45,43,1.0,1.0
24,49,45,5.0,0.0
24,16,7,3.0,3.0
24,15,28,3.0,3.0
25,4,13,3.0,3.0
25,8,1,3.0,3.0
25,41,15,5.0,0.0
25,9,22,3.0,3.0
25,11,19,3.0,3.0
