round,prototype_step_m,theta_0_0,theta_0_1,theta_1_0,theta_1_1,theta_2_0,theta_2_1,softmax_0_0,softmax_0_1,softmax_1_0,softmax_1_1,softmax_2_0,softmax_2_1
0,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
1,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
2,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
3,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
4,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
5,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
6,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
7,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
8,0,-0.018908127701969486,0.06496141488930328,-0.017813198553071296,0.03687577842335433,-0.046680884000493854,-0.010271877893381501,0.4790448962706166,0.5209551037293834,0.4863311624119496,0.5136688375880503,0.4908987538472618,0.5091012461527382
9,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
10,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
11,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
12,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
13,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
14,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
15,1,-0.17127626495986087,0.21732955214719468,-0.22306103619794493,0.24212361606822866,-0.2850702257262195,0.22811746383234416,0.4040529668556644,0.5959470331443356,0.3857566032326508,0.6142433967673492,0.3744465544965246,0.6255534455034755
