round,prototype_step_m,theta_0_0,theta_0_1,theta_1_0,theta_1_1,softmax_0_0,softmax_0_1,softmax_1_0,softmax_1_1
0,0,-0.016867998910774465,-0.04063375110179309,0.04213822910040209,-0.04487926932808904,0.5059411584144294,0.49405884158557045,0.5217406579013651,0.47825934209863485
1,0,-0.016867998910774465,-0.04063375110179309,0.04213822910040209,-0.04487926932808904,0.5059411584144294,0.49405884158557045,0.5217406579013651,0.47825934209863485
2,0,-0.016867998910774465,-0.04063375110179309,0.04213822910040209,-0.04487926932808904,0.5059411584144294,0.49405884158557045,0.5217406579013651,0.47825934209863485
3,0,-0.016867998910774465,-0.04063375110179309,0.04213822910040209,-0.04487926932808904,0.5059411584144294,0.49405884158557045,0.5217406579013651,0.47825934209863485
4,0,-0.016867998910774465,-0.04063375110179309,0.04213822910040209,-0.04487926932808904,0.5059411584144294,0.49405884158557045,0.5217406579013651,0.47825934209863485
5,0,-0.016867998910774465,-0.04063375110179309,0.04213822910040209,-0.04487926932808904,0.5059411584144294,0.49405884158557045,0.5217406579013651,0.47825934209863485
6,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
7,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
8,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
9,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
10,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
11,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
12,1,-0.6418778786768594,0.5843761286642937,-0.7374463460179077,0.7347053057902208,0.22683773448166142,0.7731622655183386,0.18661579376335932,0.8133842062366408
13,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
14,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
15,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
16,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
17,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
18,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
19,2,0.8644106617082524,-0.9219124117208182,1.0105994898975468,-1.0133405301252352,0.8564758826897414,0.14352411731025858,0.8832878014017224,0.11671219859827764
20,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
21,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
22,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
23,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
24,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
25,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
26,3,-0.6865901832468132,0.6290884332342475,-0.6545592117929024,0.651818171565214,0.21153815755142438,0.7884618424485755,0.21309367034801255,0.7869063296519875
27,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
28,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
29,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
30,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
31,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
32,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
33,4,0.30059711131572,-0.3580988613282847,0.326334302043068,-0.3290753422707564,0.6589673959873271,0.341032604012673,0.6582284761411042,0.34177152385889564
34,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
35,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
36,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
37,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
38,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
39,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
40,5,-0.19103389150645095,0.1335321414938861,-0.12479565774873363,0.12205461752104568,0.4195633754502001,0.5804366245497998,0.4385989049350931,0.561401095064907
41,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
42,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
43,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
44,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
45,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
46,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
47,6,0.11159663205073833,-0.1690983820633032,0.15830319326730213,-0.16104423349499036,0.5697166076663163,0.4302833923336838,0.579165206822719,0.42083479317728106
48,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
49,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
50,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
51,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
52,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
53,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
54,7,0.01776584008272586,-0.07526759009529074,0.06870092664978342,-0.07144196687747185,0.5232415965362773,0.4767584034637227,0.5349784938881265,0.4650215061118736
55,8,0.024879542756365853,-0.0823812927689308,0.0761097710118361,-0.07885081123952466,0.5267895295960046,0.4732104704039954,0.5386628097064351,0.46133719029356485
