round,belief_entropy_mean,matched_cross_entropy,belief_argmax_accuracy,batch_log_likelihood,alpha_logged,prototype_step_m,prototype_update_norm,belief_change_norm
0,0.6931470429613679,1.3735405085105583,0.5016326530612245,-0.7284132198947671,1.0,0,0.0,0.09357223960143074
1,0.6931469286145465,1.3735405085105583,0.5024489795918368,-0.6591339601109178,0.6597539553864471,0,0.0,0.0784770524444976
2,0.6931468517460757,1.3735405085105583,0.5040816326530613,-0.6591339601109178,0.5172818579717866,0,0.0,0.05131766274305444
3,0.6931467981293231,1.3735405085105583,0.5048979591836734,-0.6591339601109178,0.43527528164806206,0,0.0,0.036222475586121294
4,0.6931467358950734,1.3735405085105583,0.5053061224489795,-0.6591339601109178,0.3807307877431757,0,0.0,0.042759740960446824
5,0.6931466620349647,1.3735405085105583,0.5061224489795918,-0.6591339601109178,0.34127875184653655,0,0.0,0.050307334538913395
6,0.6931465836623131,1.3735405085105583,0.5081632653061224,-0.6591339601109178,0.3111294892118257,0,0.0,0.05182282684512496
7,0.6931464531801014,1.3735405085105583,0.5106122448979592,-0.6590843634780486,0.2871745887492588,0,0.0,0.07345458086098372
8,0.6931463661899525,1.3735405085105583,0.5122448979591837,-0.6591339601109178,0.2675805205867436,0,0.0,0.05836009221945049
9,0.6931462210705083,1.4911324735793328,0.4840816326530612,-0.7284132198947671,0.251188643150958,1,0.7612019753941495,0.09609806011178335
10,0.6931442330286339,1.4911324735793328,0.4869387755102041,-1.1897920079761093,0.23722714866171576,1,0.0,0.298071000701887
11,0.6931410999591746,1.4911324735793328,0.4906122448979592,-1.1897920079761093,0.22516000642010225,1,0.0,0.44708919819776227
12,0.693137147474739,1.4911324735793328,0.493469387755102,-0.3634515560537991,0.21460211045300662,1,0.0,0.4272368421898125
13,0.6931336072003328,1.4911324735793328,0.4946938775510204,-0.3634515560537991,0.20526891114486695,1,0.0,0.41884505204643036
14,0.6931309711522702,1.4911324735793328,0.4963265306122449,-1.1897920079761093,0.19694512927085184,1,0.0,0.2923028979729032
15,0.6931257795132627,1.4911324735793328,0.4975510204081633,-1.1897920079761093,0.18946457081379978,1,0.0,0.598722321718304
16,0.6931231491014036,1.4911324735793328,0.4983673469387755,-0.3634515560537991,0.1826966765645725,1,0.0,0.2190894344036029
17,0.6931217296458033,1.4911324735793328,0.4995918367346939,-0.3634515560537991,0.17653730684146873,1,0.0,0.19400022053849064
18,0.6931176973485119,1.4911324735793328,0.5012244897959184,-0.3634515560537991,0.17090227321766677,1,0.0,0.4835112070319598
19,0.6931123523445474,2.319950999451271,0.49673469387755104,-0.3634515560537991,0.16572270086699936,2,3.0186838042537865,0.5479958516140965
20,0.6931039514375502,2.319950999451271,0.49795918367346936,-2.2951733035593183,0.16094164024930613,2,0.0,0.560865249895971
21,0.6930991014200156,2.319950999451271,0.5,-0.10655316778413482,0.15651154965461567,2,0.0,0.3487243440530939
22,0.6930930727943233,2.319950999451271,0.5016326530612245,-2.2951733035593183,0.15239239637031693,2,0.0,0.41657407485886777
23,0.6930888813553516,2.319950999451271,0.5028571428571429,-0.10655316778413482,0.1485502048305003,2,0.0,0.32303477039472084
24,0.6930829048516858,2.319950999451271,0.5057142857142857,-0.10647934842812437,0.1449559327355391,2,0.0,0.4595173132316194
25,0.6930768310310256,2.319950999451271,0.5085714285714286,-0.10655316778413482,0.1415845912056503,2,0.0,0.4423492151355339
26,0.6930681361122148,2.319950999451271,0.5118367346938776,-0.10655316778413482,0.1384145488461686,2,0.0,0.6037788990402694
27,0.6930610261886876,2.319950999451271,0.5142857142857142,-0.10655316778413482,0.13542697604569512,2,0.0,0.5187765989565132
28,0.6930507592453554,2.319950999451271,0.5163265306122449,-0.10693954077955506,0.1326053973592681,2,0.0,0.7309792739744438
29,0.6930459092278208,1.663031096627189,0.5183673469387755,-2.2951733035593183,0.12993532803053964,3,3.302920170709787,0.3487243440530939
30,0.6930464417776444,1.663031096627189,0.5220408163265307,-1.3982789221493936,0.12740397661775155,3,0.0,0.18896936365383377
31,0.693046245296915,1.663031096627189,0.523673469387755,-0.2839801434214133,0.125,3,0.0,0.08216579164919807
32,0.6930464985477464,1.663031096627189,0.5257142857142857,-0.2839801434214133,0.12271330022108154,3,0.0,0.10641159404701012
33,0.693046311402603,1.663031096627189,0.5273469387755102,-1.3976239719348396,0.12053485499943511,3,0.0,0.07260083499173214
34,0.6930460376865777,1.663031096627189,0.529795918367347,-0.2839801434214133,0.1184565755177503,3,0.0,0.10172753499449877
35,0.6930457237891978,1.663031096627189,0.5318367346938776,-1.3976239719348396,0.11647118646192989,3,0.0,0.09694262653669411
36,0.6930454067877315,1.663031096627189,0.5346938775510204,-1.3976239719348396,0.11457212431821104,3,0.0,0.11629088499588208
37,0.6930450511686173,1.663031096627189,0.5379591836734694,-1.3976239719348396,0.11275345073989092,3,0.0,0.12607175666853243
38,0.6930448222481899,1.663031096627189,0.5383673469387755,-0.2836145610837306,0.11100977841979782,3,0.0,0.03844566043869141
39,0.6930445330201493,1.7112102542648435,0.46122448979591835,-0.2839801434214133,0.10933620739432781,4,2.3107163711681777,0.07237631364165031
