round,belief_entropy_mean,matched_cross_entropy,belief_argmax_accuracy,batch_log_likelihood,alpha_logged,prototype_step_m,prototype_update_norm,belief_change_norm
0,1.0986110573466894,2.060498109726114,0.3473684210526316,-0.6998994829780631,1.0,0,0.0,0.0735551694265586
1,1.0986099942693013,2.060498109726114,0.35,-0.6998994829780631,0.6597539553864471,0,0.0,0.0632474847928719
2,1.098607699870495,2.060498109726114,0.35526315789473684,-0.6998994829780631,0.5172818579717866,0,0.0,0.1368026542194305
3,1.0986064553313895,2.060498109726114,0.35526315789473684,-0.6998994829780631,0.43527528164806206,0,0.0,0.05271914316396675
4,1.0986054029766426,2.060498109726114,0.35789473684210527,-0.6998994829780631,0.3807307877431757,0,0.0,0.06296720939472156
5,1.0986029270883921,2.060498109726114,0.3631578947368421,-0.6998994829780631,0.34127875184653655,0,0.0,0.14768025054855566
6,1.098601874663994,2.1885459568408514,0.28157894736842104,-0.6865732510606389,0.3111294892118257,1,0.8275712004231699,0.08407964852309258
7,1.098591913579712,2.1885459568408514,0.29473684210526313,-0.4180770144990519,0.2871745887492588,1,0.0,0.2243057139714581
8,1.0985736547101324,2.1885459568408514,0.3,-0.4180770144990519,0.2675805205867436,1,0.0,0.35314368824809494
9,1.0985584901519656,2.1885459568408514,0.3,-1.075106296567757,0.251188643150958,1,0.0,0.2568847944448231
10,1.098538695700485,2.1885459568408514,0.3078947368421053,-1.075106296567757,0.23722714866171576,1,0.0,0.37133039184927347
11,1.0985111627942001,2.1885459568408514,0.3105263157894737,-0.4180770144990519,0.22516000642010225,1,0.0,0.4613843639452988
12,1.0985027539531587,2.1885459568408514,0.32105263157894737,-0.4180770144990519,0.21460211045300662,1,0.0,0.2795743269373825
13,1.0984948230329257,2.1693004775585374,0.31842105263157894,-1.075106296567757,0.20526891114486695,2,1.5311026173678084,0.2270445900756372
14,1.0984923999431437,2.1693004775585374,0.3263157894736842,-1.030894037730198,0.19694512927085184,2,0.0,0.15351490950592261
15,1.0984886906258327,2.1693004775585374,0.3263157894736842,-0.44186532142355395,0.18946457081379978,2,0.0,0.1381037896423738
16,1.0984830610395382,2.1693004775585374,0.33421052631578946,-0.44186532142355395,0.1826966765645725,2,0.0,0.21410742721806192
17,1.0984737590985556,2.1693004775585374,0.3368421052631579,-1.0302612878934663,0.17653730684146873,2,0.0,0.12531891105749432
18,1.0984592093836407,2.1693004775585374,0.34210526315789475,-1.0302612878934663,0.17090227321766677,2,0.0,0.2759096919863615
19,1.0984505482926348,2.1693004775585374,0.3447368421052632,-0.4416748651974755,0.16572270086699936,2,0.0,0.2235134062077952
20,1.0984389686187885,2.196763092931626,0.3105263157894737,-0.4422651847940917,0.16094164024930613,3,1.433899777619911,0.24840016598393733
21,1.0984381000445262,2.196763092931626,0.3105263157894737,-1.0253994512257933,0.15651154965461567,3,0.0,0.024665738769406587
22,1.0984377413968232,2.196763092931626,0.3131578947368421,-1.025365685398103,0.15239239637031693,3,0.0,0.05968181463893296
23,1.09843555713862,2.196763092931626,0.3131578947368421,-0.4442806087459218,0.1485502048305003,3,0.0,0.03554745269761589
24,1.0984355532457841,2.196763092931626,0.3236842105263158,-0.44428333684657084,0.1449559327355391,3,0.0,0.017391909632742397
25,1.0984350752305285,2.196763092931626,0.3236842105263158,-1.0253031340044978,0.1415845912056503,3,0.0,0.0317619236066366
26,1.0984345209239605,2.196763092931626,0.3263157894736842,-0.44418558864835456,0.1384145488461686,3,0.0,0.04340041119657101
27,1.0984352856008262,2.1401439809290252,0.32894736842105265,-0.4443840635256355,0.13542697604569512,4,0.19671955536589927,0.0270832985089679
28,1.0984351472156708,2.1401439809290252,0.33421052631578946,-0.5048612657227147,0.1326053973592681,4,0.0,0.025679509254489252
29,1.0984347212630967,2.1401439809290252,0.3368421052631579,-0.5048612657227147,0.12993532803053964,4,0.0,0.029067463826994544
30,1.09843494092043,2.1401439809290252,0.3394736842105263,-0.9253159772964756,0.12740397661775155,4,0.0,0.014593504836505511
31,1.0984347620499937,2.1401439809290252,0.3394736842105263,-0.5048552980116462,0.125,4,0.0,0.012275191563272336
32,1.098434939426788,2.1401439809290252,0.34210526315789475,-0.5048112585042764,0.12271330022108154,4,0.0,0.02232930744992684
33,1.0984346646704362,2.1401439809290252,0.3447368421052632,-0.9253940903287659,0.12053485499943511,4,0.0,0.034722269039589915
34,1.098434252178114,2.085911546061398,0.3473684210526316,-0.9253280207144547,0.1184565755177503,5,0.6962708923726394,0.024634076176882347
35,1.0984341914127211,2.085911546061398,0.3473684210526316,-0.6218641278408725,0.11647118646192989,5,0.0,0.00668545973834378
36,1.0984339447119051,2.085911546061398,0.3447368421052632,-0.6218677285777859,0.11457212431821104,5,0.0,0.008579445805868391
37,1.0984338770518445,2.085911546061398,0.3394736842105263,-0.6218677285777859,0.11275345073989092,5,0.0,0.01244881125285252
38,1.098433737787727,2.085911546061398,0.34210526315789475,-0.6218677285777859,0.11100977841979782,5,0.0,0.008570407675717706
39,1.0984337133605462,2.085911546061398,0.34210526315789475,-0.6218677285777859,0.10933620739432781,5,0.0,0.011004526439193363
40,1.098433436628758,2.085911546061398,0.3447368421052632,-0.769897570921878,0.10772827009130774,5,0.0,0.013518424151181485
41,1.0984333658305783,2.079529059299145,0.3394736842105263,-0.6218843919247602,0.10618188374086235,6,0.3259224192020973,0.009562406729796635
42,1.098433878700129,2.079529059299145,0.34210526315789475,-0.6358709181747413,0.10469330901369864,6,0.0,0.03570258097404955
43,1.0984337328115605,2.079529059299145,0.35526315789473684,-0.6358681051790319,0.10325911394829501,6,0.0,0.026978792056747247
44,1.098433302845942,2.079529059299145,0.35789473684210527,-0.6358071314015804,0.10187614238771993,6,0.0,0.025735146034780165
45,1.0984332100523226,2.079529059299145,0.35789473684210527,-0.6359468230594338,0.10054148627613585,6,0.0,0.025581375903023507
46,1.0984322598947136,2.079529059299145,0.36578947368421055,-0.7539176850429541,0.09925246127060626,6,0.0,0.03039546673853505
47,1.0984322818034826,2.079529059299145,0.3684210526315789,-0.7539213608239854,0.09800658521038948,6,0.0,0.013813343935712152
48,1.0984316052911938,2.0825160103605422,0.3684210526315789,-0.6358681051790319,0.09680155905721158,7,0.018059094201720395,0.03878737390549036
49,1.098431507418011,2.0825160103605422,0.37105263157894736,-0.761687500299759,0.0956352499790037,7,0.0,0.013335973773404342
50,1.0984312825605709,2.0825160103605422,0.37105263157894736,-0.761589472994837,0.09450567629859262,7,0.0,0.01683068898689527
51,1.0984311045369335,2.0825160103605422,0.3763157894736842,-0.6290947744086672,0.09341099406970098,7,0.0,0.024781881158892405
52,1.098430732316492,2.0825160103605422,0.3763157894736842,-0.6290099336914152,0.09234948507682411,7,0.0,0.009426772388971216
53,1.0984308891381485,2.0825160103605422,0.37894736842105264,-0.7616725069668338,0.09131954608429033,7,0.0,0.013531549648493513
54,1.0984307235207118,2.0825160103605422,0.37894736842105264,-0.7615938566040564,0.09031967918404249,7,0.0,0.013231243036115503
55,1.098430334633577,2.088527492103034,0.3815789473684211,-0.7616809214005903,0.08934848311217299,8,0.06708481469465336,0.024626335620190065
56,1.0984306361274419,2.088527492103034,0.38421052631578945,-0.7912436404176907,0.08840464542163656,8,0.0,0.026915618686933984
57,1.098430206836209,2.088527492103034,0.3868421052631579,-0.6038428856384797,0.08748693541336866,8,0.0,0.026584800088393423
58,1.0984302256479788,2.088527492103034,0.3894736842105263,-0.7912329337997908,0.08659419774067573,8,0.0,0.024334881478641768
59,1.0984302739070855,2.088527492103034,0.3868421052631579,-0.6038242694481913,0.08572534661258403,8,0.0,0.011314705336812891
60,1.0984300614747635,2.088527492103034,0.3815789473684211,-0.6038174818318062,0.08487936053112406,8,0.0,0.02713897460850817
61,1.0984301402138332,2.088527492103034,0.38421052631578945,-0.7912381072050464,0.084055277505524,8,0.0,0.02415915739924923
62,1.0984300885608076,2.0878577653364188,0.39210526315789473,-0.7912614309536281,0.08325219069318794,9,0.03125687465666334,0.020658695818341344
63,1.0984302281397598,2.0878577653364188,0.3973684210526316,-0.6153716561704721,0.0824692444233059,9,0.0,0.009891973190596426
64,1.0984302799432661,2.0878577653364188,0.39473684210526316,-0.6153710319983876,0.08170563056412121,9,0.0,0.007519569078186017
65,1.0984302036525293,2.0878577653364188,0.4026315789473684,-0.777494569667911,0.08096058519938312,9,0.0,0.011809437220066998
66,1.0984300530947322,2.0878577653364188,0.4026315789473684,-0.7774842579156955,0.0802333855834345,9,0.0,0.0045995479470320455
67,1.0984296726555114,2.0878577653364188,0.4052631578947368,-0.6153718331300273,0.07952334734780919,9,0.0,0.007782356621006348
68,1.0984295548368619,2.0878577653364188,0.4026315789473684,-0.6153718331300273,0.07882982193521049,9,0.0,0.005528894508495197
69,1.0984294497961393,2.0776631850082246,0.4026315789473684,-0.7774584540828037,0.07815219423936913,10,0.10890047721875329,0.0038485908582187034
70,1.0984292072425563,2.0776631850082246,0.4026315789473684,-0.7304667982687985,0.07748988043158783,10,0.0,0.016632898189233636
71,1.0984290718326646,2.0776631850082246,0.4052631578947368,-0.6571783425709178,0.07684232595681065,10,0.0,0.010289635325473445
72,1.098429047649762,2.0776631850082246,0.40789473684210525,-0.7304387091490685,0.0762090036838476,10,0.0,0.014436618644172228
73,1.0984286349259553,2.0776631850082246,0.4105263157894737,-0.6572007575733512,0.07558941219596747,10,0.0,0.030833101652283368
74,1.0984286603142435,2.0776631850082246,0.4131578947368421,-0.7304494441110727,0.07498307420947299,10,0.0,0.02255446371234665
75,1.0984289918991323,2.0776631850082246,0.41842105263157897,-0.6571937901021301,0.07438953510911396,10,0.0,0.02445053390537666
76,1.0984289614894915,2.0868467059508786,0.42105263157894735,-0.730433967473524,0.07380836159029747,11,0.10618474384235119,0.02865599927555368
77,1.098428858642524,2.0868467059508786,0.42105263157894735,-0.6163810483044103,0.07323914039903467,11,0.0,0.008467476517489525
78,1.0984290306294324,2.0868467059508786,0.42105263157894735,-0.7763003984687213,0.0726814771614378,11,0.0,0.01516579046913652
79,1.0984285526329767,2.0868467059508786,0.4236842105263158,-0.6163552094526402,0.07213499529536069,11,0.0,0.014064429409495427
80,1.098428401790166,2.0868467059508786,0.4263157894736842,-0.7763018917348257,0.0715993349974727,11,0.0,0.01689549367444676
81,1.098428278821488,2.0868467059508786,0.4263157894736842,-0.7763036036626573,0.07107415229967977,11,0.0,0.009665595412221673
82,1.0984282036597628,2.0868467059508786,0.42894736842105263,-0.7762918975522097,0.07055911818936432,11,0.0,0.01690560262592178
83,1.0984278434446322,2.076051386693836,0.42894736842105263,-0.7763254637446291,0.07005391778841781,12,0.16381149296369765,0.011141957582735229
84,1.098428016890292,2.076051386693836,0.42894736842105263,-0.7063255167803653,0.06955824958648987,12,0.0,0.01382813348331735
85,1.0984276723724038,2.076051386693836,0.4263157894736842,-0.6801404561280184,0.06907182472428325,12,0.0,0.013966251066464819
86,1.0984275666287535,2.076051386693836,0.42894736842105263,-0.7062357043709206,0.06859436632308924,12,0.0,0.013928839353506417
87,1.098427405738377,2.076051386693836,0.42894736842105263,-0.7063175109293542,0.06812560885708749,12,0.0,0.014050255074428586
88,1.0984267022932883,2.076051386693836,0.42894736842105263,-0.6800992699561413,0.0676652975652316,12,0.0,0.01191812186198804
89,1.0984268880238655,2.076051386693836,0.42894736842105263,-0.7063124839039567,0.06721318789981111,12,0.0,0.019788614377815983
90,1.0984269462753231,2.076266725299381,0.42894736842105263,-0.706388660796256,0.06676904500902375,13,0.06038764212772449,0.02205547707758676
91,1.0984274946531865,2.076266725299381,0.42894736842105263,-0.7049394691603345,0.06633264325111281,13,0.0,0.014696817920929195
92,1.0984271458703991,2.076266725299381,0.43157894736842106,-0.7047736375213283,0.06590376573782457,13,0.0,0.00915492731131562
93,1.0984273131031521,2.076266725299381,0.4342105263157895,-0.7047698543978406,0.06548220390512263,13,0.0,0.012993939537344568
94,1.0984268928203875,2.076266725299381,0.4368421052631579,-0.7047781614750759,0.0650677571092617,13,0.0,0.02018689097688703
