round,mce
0,0.6849047686361517
1,0.6849047686361517
2,0.6849047686361517
3,0.6849047686361517
4,0.6849047686361517
5,0.6849047686361517
6,0.6849047686361517
7,0.6849047686361517
8,0.6849047686361517
9,1.7603220577347387
10,1.7603220577347387
11,1.7603220577347387
12,1.7603220577347387
13,1.7603220577347387
14,1.7603220577347387
15,1.7603220577347387
16,1.7603220577347387
17,1.7603220577347387
18,1.7603220577347387
19,1.536738481243668
20,1.536738481243668
21,1.536738481243668
22,1.536738481243668
23,1.536738481243668
24,1.536738481243668
25,1.536738481243668
26,1.536738481243668
27,1.536738481243668
28,1.536738481243668
29,0.7019021093926338
30,0.7019021093926338
31,0.7019021093926338
32,0.7019021093926338
33,0.7019021093926338
34,0.7019021093926338
35,0.7019021093926338
36,0.7019021093926338
37,0.7019021093926338
38,0.7019021093926338
39,0.697278238004649
40,0.697278238004649
41,0.697278238004649
42,0.697278238004649
43,0.697278238004649
44,0.697278238004649
45,0.697278238004649
46,0.697278238004649
47,0.697278238004649
48,0.697278238004649
49,0.6938215810605451
50,0.6938215810605451
51,0.6938215810605451
52,0.6938215810605451
53,0.6938215810605451
54,0.6938215810605451
55,0.6938215810605451
56,0.6938215810605451
57,0.6938215810605451
58,0.6938215810605451
59,0.691991560758488
60,0.691991560758488
61,0.691991560758488
62,0.691991560758488
63,0.691991560758488
64,0.691991560758488
65,0.691991560758488
66,0.691991560758488
67,0.691991560758488
68,0.691991560758488
69,0.6901142361386514
70,0.6901142361386514
71,0.6901142361386514
72,0.6901142361386514
73,0.6901142361386514
74,0.6901142361386514
75,0.6901142361386514
76,0.6901142361386514
77,0.6901142361386514
78,0.6901142361386514
79,0.6902584815892809
80,0.6902584815892809
81,0.6902584815892809
82,0.6902584815892809
83,0.6902584815892809
84,0.6902584815892809
85,0.6902584815892809
86,0.6902584815892809
87,0.6902584815892809
88,0.6902584815892809
89,0.6908378313765332
90,0.6908378313765332
91,0.6908378313765332
92,0.6908378313765332
93,0.6908378313765332
94,0.6908378313765332
95,0.6908378313765332
96,0.6908378313765332
97,0.6908378313765332
98,0.6908378313765332
99,0.6930717047341322
100,0.6930717047341322
101,0.6930717047341322
102,0.6930717047341322
103,0.6930717047341322
104,0.6930717047341322
105,0.6930717047341322
106,0.6930717047341322
107,0.6930717047341322
108,0.6930717047341322
109,0.6900791916434543
110,0.6900791916434543
111,0.6900791916434543
112,0.6900791916434543
113,0.6900791916434543
114,0.6900791916434543
115,0.6900791916434543
116,0.6900791916434543
117,0.6900791916434543
118,0.6900791916434543
119,0.6912779173871215
120,0.6912779173871215
121,0.6912779173871215
122,0.6912779173871215
123,0.6912779173871215
124,0.6912779173871215
125,0.6912779173871215
126,0.6912779173871215
127,0.6912779173871215
128,0.6912779173871215
129,0.6912152997674885
130,0.6912152997674885
131,0.6912152997674885
132,0.6912152997674885
133,0.6912152997674885
134,0.6912152997674885
135,0.6912152997674885
136,0.6912152997674885
137,0.6912152997674885
138,0.6912152997674885
139,0.6932130958763625
140,0.6932130958763625
141,0.6932130958763625
142,0.6932130958763625
143,0.6932130958763625
144,0.6932130958763625
145,0.6932130958763625
146,0.6932130958763625
147,0.6932130958763625
148,0.6932130958763625
149,0.6889830439880411
150,0.6889830439880411
151,0.6889830439880411
152,0.6889830439880411
153,0.6889830439880411
154,0.6889830439880411
155,0.6889830439880411
156,0.6889830439880411
157,0.6889830439880411
158,0.6889830439880411
159,0.6894209151489759
160,0.6894209151489759
161,0.6894209151489759
162,0.6894209151489759
163,0.6894209151489759
164,0.6894209151489759
165,0.6894209151489759
166,0.6894209151489759
167,0.6894209151489759
168,0.6894209151489759
169,0.6902782192621618
170,0.6902782192621618
171,0.6902782192621618
172,0.6902782192621618
173,0.6902782192621618
174,0.6902782192621618
175,0.6902782192621618
176,0.6902782192621618
177,0.6902782192621618
178,0.6902782192621618
179,0.6927622007606216
180,0.6927622007606216
181,0.6927622007606216
182,0.6927622007606216
183,0.6927622007606216
184,0.6927622007606216
185,0.6927622007606216
186,0.6927622007606216
187,0.6927622007606216
188,0.6927622007606216
189,0.6901676141780145
190,0.6901676141780145
191,0.6901676141780145
192,0.6901676141780145
193,0.6901676141780145
194,0.6901676141780145
195,0.6901676141780145
196,0.6901676141780145
197,0.6901676141780145
198,0.6901676141780145
199,0.6902510907747872
200,0.6902510907747872
201,0.6902510907747872
202,0.6902510907747872
203,0.6902510907747872
204,0.6902510907747872
205,0.6902510907747872
206,0.6902510907747872
207,0.6902510907747872
208,0.6902510907747872
209,0.6901133700555884
210,0.6901133700555884
211,0.6901133700555884
212,0.6901133700555884
213,0.6901133700555884
214,0.6901133700555884
215,0.6901133700555884
216,0.6901133700555884
217,0.6901133700555884
218,0.6901133700555884
219,0.6939077477625588
220,0.6939077477625588
221,0.6939077477625588
222,0.6939077477625588
223,0.6939077477625588
224,0.6939077477625588
225,0.6939077477625588
226,0.6939077477625588
227,0.6939077477625588
228,0.6939077477625588
229,0.6933732976837312
230,0.6933732976837312
231,0.6933732976837312
232,0.6933732976837312
233,0.6933732976837312
234,0.6933732976837312
235,0.6933732976837312
236,0.6933732976837312
237,0.6933732976837312
238,0.6933732976837312
239,0.6914591070719507
240,0.6914591070719507
241,0.6914591070719507
242,0.6914591070719507
243,0.6914591070719507
244,0.6914591070719507
245,0.6914591070719507
246,0.6914591070719507
247,0.6914591070719507
248,0.6914591070719507
249,0.688524542707935
