condition,seed,round,prototype_update_idx,prototype_update_norm,theta_0_a0,theta_0_a1,theta_1_a0,theta_1_a1,p_0_cooperate,p_0_defect,p_1_cooperate,p_1_defect
main,42,0,-1,0.0,0.01,-0.01,-0.01,0.01,0.5049998333399998,0.49500016666000024,0.49500016666000024,0.5049998333399998
main,42,4,0,9.000449958753762,-4.534998500059998,4.534998500059998,-4.465001499940002,4.465001499940002,0.00011505364496815003,0.9998849463550319,0.00013234011124920383,0.9998676598887508
main,42,9,1,5.786383189751189,-1.641762834134762,1.641762834134762,-1.5718539767853787,1.5718539767853787,0.036140700252035265,0.9638592997479648,0.04133991947864631,0.9586600805213538
main,42,14,2,5.09819058810793,0.8726069856709797,-0.8726069856709797,1.0115000534602205,-1.011500053460221,0.8513481264868169,0.14865187351318312,0.8831908704134703,0.11680912958652964
main,42,19,3,2.4193374563311494,-0.295658651655873,0.295658651655873,-0.23820081652616154,0.2382008165261611,0.35633266087146,0.64366733912854,0.38310218643973265,0.6168978135602674
main,42,24,4,1.8199343846444733,0.6025733151602197,-0.6025733151602197,0.6833521748939317,-0.6833521748939322,0.7694390748543234,0.2305609251456766,0.796847169822312,0.20315283017768793
main,42,29,5,2.0918364203637276,-0.44407305111424833,0.44407305111424833,-0.36183737190823506,0.36183737190823484,0.2914925549601668,0.7085074450398332,0.326584293141803,0.673415706858197
main,42,34,6,0.9098380143095223,0.003687885995849738,-0.003687885995849738,0.10012880579272404,-0.10012880579272415,0.5018439346384529,0.49815606536154716,0.5498977596302774,0.4501022403697226
main,42,39,7,0.3498976329436161,-0.15831450425639523,0.1583145042563952,-0.08687226993234251,0.0868722699323424,0.4214975032690202,0.5785024967309798,0.4566728040046855,0.5433271959953145
main,42,44,8,0.39959597731268975,0.03350428353873322,-0.03350428353873319,0.12059827060546324,-0.12059827060546344,0.5167458762829065,0.48325412371709364,0.5600084969371095,0.4399915030628904
main,42,49,9,0.31694212307074987,-0.15132350008020382,0.15132350008020376,-0.006148899346408221,0.006148899346408027,0.4249105298575643,0.5750894701424357,0.49692558907346146,0.5030744109265386
main,42,54,10,0.28660017754950406,-0.004933050149815793,0.0049330501498157375,0.13399269710119252,-0.13399269710119274,0.49753349493251325,0.5024665050674867,0.5665982554868568,0.4334017445131431
main,42,59,11,0.5100091894683619,0.2368007468457186,-0.2368007468457186,0.4016108169309409,-0.40161081693094103,0.6162358266453613,0.38376417335463886,0.690663197739626,0.30933680226037397
main,42,64,12,0.10149126751826852,0.1792474348367021,-0.1792474348367022,0.3587406062010509,-0.358740606201051,0.5886760356826608,0.41132396431733914,0.6720521219133895,0.3279478780866106
main,42,69,13,0.38525204228811605,-0.00528142370768217,0.005281423707682087,0.15834432777281063,-0.15834432777281074,0.4973593126987277,0.5026406873012723,0.578517040837772,0.42148295916222794
main,42,74,14,0.22466831216573865,-0.14668883543663777,0.1466888354366377,0.08594357395202142,-0.08594357395202148,0.4271771591393134,0.5728228408606866,0.5428662978280753,0.4571337021719247
main,42,79,15,0.1734895020251811,-0.08430751906243861,0.08430751906243852,0.19157441709877815,-0.19157441709877823,0.4579458302383319,0.5420541697616682,0.5946323384041112,0.40536766159588883
main,42,84,16,0.7284524997255352,-0.44422122903917616,0.44422122903917594,-0.17691390503500581,0.17691390503500573,0.29143135395557906,0.7085686460444208,0.41245449590388494,0.5875455040961151
main,42,89,17,0.19137678065217517,-0.5501998934240551,0.550199893424055,-0.2610629322521554,0.2610629322521553,0.24966499388615418,0.7503350061138457,0.3723552699809647,0.6276447300190353
main,42,94,18,0.3769558967552268,-0.38404070684146563,0.3840407068414655,-0.05264268668210323,0.052642686682103174,0.3168942810682521,0.6831057189317479,0.4737029440991568,0.5262970559008432
main,42,99,19,0.23745391682845374,-0.4978685428939737,0.4978685428939736,-0.17607446965630508,0.17607446965630502,0.2697803862700458,0.7302196137299543,0.4128614060774095,0.5871385939225905
main,42,104,20,0.09747904273050458,-0.47772058111016585,0.4777205811101657,-0.11015678218332112,0.11015678218332106,0.27779187794386384,0.7222081220561362,0.44514331606493446,0.5548566839350656
main,42,109,21,0.17064523993161806,-0.5896217456007663,0.5896217456007661,-0.15530130944086734,0.15530130944086726,0.23518824579413358,0.7648117542058663,0.42296765325395375,0.5770323467460463
main,42,114,22,0.1055777348462073,-0.5652715296354868,0.5652715296354865,-0.08472938846607543,0.08472938846607535,0.24406089516503418,0.7559391048349658,0.4577363951772297,0.5422636048227704
main,42,119,23,0.07777041682768934,-0.511084877810623,0.5110848778106227,-0.07535252167661678,0.07535252167661668,0.26460497397410165,0.7353950260258983,0.4623948862115076,0.5376051137884924
main,42,124,24,0.11661534439875774,-0.5411433208242253,0.5411433208242251,0.0014332796034275536,-0.0014332796034276507,0.2530735349130732,0.7469264650869267,0.5007166393109854,0.4992833606890145
main,42,129,25,0.21445610101021573,-0.47495701463875944,0.4749570146387592,0.1378703805099467,-0.13787038050994677,0.27890211171256096,0.7210978882874391,0.5685017069370519,0.4314982930629481
main,42,134,26,0.2539516499543715,-0.5213739981826845,0.5213739981826842,0.31133848678875753,-0.31133848678875764,0.26062011428795595,0.739379885712044,0.6508271393235247,0.3491728606764754
main,42,139,27,0.04471430509383517,-0.5123806966341151,0.5123806966341148,0.2810266892955572,-0.2810266892955573,0.2641009770747977,0.7358990229252023,0.6369275192154397,0.36307248078456045
main,42,144,28,0.19725961894054705,-0.580897942445439,0.5808979424454387,0.15953156322576154,-0.15953156322576173,0.2383411166781775,0.7616588833218224,0.579095911932893,0.42090408806710694
