prototype_update_index_m,env_round_ended,final_flush,prototype_update_norm,batch_size,batch_unique_ordered_pairs,batch_mean_b_snap_k0,batch_mean_b_snap_k1,batch_delta_resp,batch_mean_b_snap_entropy,batch_frac_argmax_k0,batch_frac_argmax_k1,softmax_k0_a0,softmax_k0_a1,softmax_k1_a0,softmax_k1_a1
1160,8126,False,0.0010516587035941643,81,75,0.5533318053502203,0.44666819464977964,0.10666361070044067,0.09804505510082463,0.5555555555555556,0.4444444444444444,0.046340711414771446,0.9536592885852285,0.9534768771542057,0.046523122845794185
1161,8133,False,0.00019835592630961603,61,54,0.49212973665637266,0.5078702633436273,0.01574052668725462,0.09804460109583203,0.4918032786885246,0.5081967213114754,0.046351206124926256,0.9536487938750737,0.9534702512288464,0.04652974877115342
1162,8140,False,0.00019832553388792617,87,77,0.5307284569859186,0.46927154301408147,0.06145691397183717,0.11557992366864386,0.5287356321839081,0.47126436781609193,0.04635856759111986,0.9536414324088802,0.9534602376109066,0.04653976238909343
1163,8147,False,0.0010273379310825313,61,59,0.48088826984645633,0.5191117301535436,0.03822346030708729,0.10637463228699601,0.47540983606557374,0.5245901639344263,0.04638601538692413,0.9536139846130759,0.9534019125285983,0.04659808747140166
1164,8154,False,0.0010841232832431908,76,72,0.5757894736842106,0.4242105263157894,0.1515789473684212,0.09803911327973207,0.5789473684210527,0.42105263157894735,0.046324157034770615,0.9536758429652293,0.953429740521367,0.046570259478633004
1165,8161,False,0.0008211281419530202,84,79,0.4265210106372526,0.5734789893627474,0.14695797872549482,0.12224663979193438,0.4166666666666667,0.5833333333333334,0.04632993989179199,0.953670060108208,0.9534809463751497,0.04651905362485033
1166,8168,False,0.0008476075065264634,58,53,0.4290425657990623,0.5709574342009378,0.1419148684018755,0.10681482165244897,0.43103448275862066,0.5689655172413793,0.04630126194032311,0.9536987380596769,0.9535256199691929,0.04647438003080698
1167,8175,False,0.0006791793594648963,69,63,0.5208627931423587,0.4791372068576411,0.04172558628471762,0.11278942688219507,0.5217391304347826,0.4782608695652174,0.04626468968341323,0.9537353103165869,0.9535040828118879,0.04649591718811214
1168,8182,False,0.000899756502566184,78,73,0.46660091874810705,0.5333990812518931,0.06679816250378601,0.104557281668955,0.46153846153846156,0.5384615384615384,0.04628243165952695,0.953717568340473,0.9535575767625863,0.04644242323741366
1169,8189,False,0.001065603514710998,63,57,0.43142586731604937,0.5685741326839504,0.13714826536790103,0.09804963128304534,0.42857142857142855,0.5714285714285714,0.04625371107034436,0.9537462889296557,0.9536177322626663,0.04638226773733366
1170,8196,False,0.0010878368987047148,69,67,0.5406992058503804,0.45930079414961944,0.08139841170076101,0.11280118427927915,0.5507246376811594,0.4492753623188406,0.04619892901097479,0.9538010709890252,0.9535775916725396,0.046422408327460266
1171,8203,False,0.0008324065526185323,58,54,0.4834481472743944,0.5165518527256056,0.03310370545121116,0.09803961369539219,0.4827586206896552,0.5172413793103449,0.04621538640782168,0.9537846135921783,0.9536269869374676,0.04637301306253249
