condition,seed,round,avg_belief_entropy,belief_argmax_accuracy,matched_cross_entropy,obs_count_so_far,belief_rep_coop_type0,belief_rep_def_type0
freeze_proto_baseline,42,0,0.693145513976608,0.5333333333333333,1.3663943594532684,1,0.5,0.5
freeze_proto_baseline,42,1,0.693143847393271,0.5666666666666667,1.3663943594532684,2,0.5,0.5
freeze_proto_baseline,42,2,0.693142180809934,0.6,1.3663943594532684,3,0.5,0.5
freeze_proto_baseline,42,3,0.6931405142265968,0.6333333333333333,1.3663943594532684,4,0.5,0.5
freeze_proto_baseline,42,4,0.6931388476432598,0.6666666666666666,1.3663943594532684,5,0.5,0.5
freeze_proto_baseline,42,5,0.6931371810599228,0.6666666666666666,1.3663943594532684,6,0.5,0.5
freeze_proto_baseline,42,6,0.6931321823096895,0.6666666666666666,1.3663943594532684,7,0.5,0.5
freeze_proto_baseline,42,7,0.6931305157263525,0.6666666666666666,1.3663943594532684,8,0.5,0.5
freeze_proto_baseline,42,8,0.6931288491430154,0.6666666666666666,1.3663943594532684,9,0.5,0.5
freeze_proto_baseline,42,9,0.693120521223887,0.6666666666666666,1.3663943594532684,10,0.5,0.5
freeze_proto_baseline,42,10,0.6931188546405499,0.6666666666666666,1.3663943594532684,11,0.5,0.5
freeze_proto_baseline,42,11,0.6931171880572129,0.7,1.3663943594532684,12,0.5,0.5
freeze_proto_baseline,42,12,0.6931155214738759,0.7,1.3663943594532684,13,0.5,0.5
freeze_proto_baseline,42,13,0.6931105227236426,0.7,1.3663943594532684,14,0.5,0.5
freeze_proto_baseline,42,14,0.6931088561403056,0.7,1.3663943594532684,15,0.5,0.5
freeze_proto_baseline,42,15,0.6931038573900723,0.7,1.3663943594532684,16,0.5,0.5
freeze_proto_baseline,42,16,0.693098858639839,0.7,1.3663943594532684,17,0.5,0.5
freeze_proto_baseline,42,17,0.693097192056502,0.7333333333333333,1.3663943594532684,18,0.5,0.5
freeze_proto_baseline,42,18,0.6930921933062688,0.7333333333333333,1.3663943594532684,19,0.5,0.5
freeze_proto_baseline,42,19,0.6930871945560354,0.7333333333333333,1.3663943594532684,20,0.5,0.5
freeze_proto_baseline,42,20,0.6930788666369069,0.7333333333333333,1.3663943594532684,21,0.5,0.5
freeze_proto_baseline,42,21,0.6930772000535698,0.7333333333333333,1.3663943594532684,22,0.5,0.5
freeze_proto_baseline,42,22,0.693075533470233,0.7333333333333333,1.3663943594532684,23,0.5,0.5
freeze_proto_baseline,42,23,0.693073866886896,0.7333333333333333,1.3663943594532684,24,0.5,0.5
freeze_proto_baseline,42,24,0.6930655389677675,0.7333333333333333,1.3663943594532684,25,0.5,0.5
freeze_proto_baseline,42,25,0.693060540217534,0.7333333333333333,1.3663943594532684,26,0.5,0.5
freeze_proto_baseline,42,26,0.6930555414673009,0.7333333333333333,1.3663943594532684,27,0.5,0.5
freeze_proto_baseline,42,27,0.6930538748839637,0.7666666666666667,1.3663943594532684,28,0.5,0.5
freeze_proto_baseline,42,28,0.6930522083006269,0.7666666666666667,1.3663943594532684,29,0.5,0.5
freeze_proto_baseline,42,29,0.6930438803814982,0.7666666666666667,1.3663943594532684,30,0.5,0.5
freeze_proto_baseline,42,30,0.6930322282857041,0.7666666666666667,1.3663943594532684,31,0.5,0.5
freeze_proto_baseline,42,31,0.6930272295354707,0.7666666666666667,1.3663943594532684,32,0.5,0.5
freeze_proto_baseline,42,32,0.6930155774396763,0.7666666666666667,1.3663943594532684,33,0.5,0.5
freeze_proto_baseline,42,33,0.6930105786894433,0.7666666666666667,1.3663943594532684,34,0.5,0.5
freeze_proto_baseline,42,34,0.6930089121061063,0.7666666666666667,1.3663943594532684,35,0.5,0.5
freeze_proto_baseline,42,35,0.6930072455227692,0.7666666666666667,1.3663943594532684,36,0.5,0.5
freeze_proto_baseline,42,36,0.6929989176036406,0.7666666666666667,1.3663943594532684,37,0.5,0.5
freeze_proto_baseline,42,37,0.6929939188534073,0.7666666666666667,1.3663943594532684,38,0.5,0.5
freeze_proto_baseline,42,38,0.6929922522700704,0.8,1.3663943594532684,39,0.5,0.5
freeze_proto_baseline,42,39,0.6929905856867333,0.8333333333333334,1.3663943594532684,40,0.5,0.5
freeze_proto_baseline,42,40,0.6929889191033962,0.8666666666666667,1.3663943594532684,41,0.5,0.49500016666001023
freeze_proto_baseline,42,41,0.6929805911842678,0.8666666666666667,1.3663943594532684,42,0.5,0.49500016666001023
freeze_proto_baseline,42,42,0.6929755924340346,0.8666666666666667,1.3663943594532684,43,0.5,0.49500016666001023
freeze_proto_baseline,42,43,0.6929739258506975,0.8666666666666667,1.3663943594532684,44,0.5,0.49500016666001023
freeze_proto_baseline,42,44,0.6929589565580491,0.8666666666666667,1.3663943594532684,45,0.5,0.49500016666001023
freeze_proto_baseline,42,45,0.6929539578078159,0.8666666666666667,1.3663943594532684,46,0.5,0.49500016666001023
freeze_proto_baseline,42,46,0.6929389885151671,0.8666666666666667,1.3663943594532684,47,0.5,0.49500016666001023
freeze_proto_baseline,42,47,0.6929339897649337,0.8666666666666667,1.3663943594532684,48,0.5,0.49500016666001023
freeze_proto_baseline,42,48,0.6929289910147003,0.8666666666666667,1.3663943594532684,49,0.5,0.49500016666001023
freeze_proto_baseline,42,49,0.6929173389189061,0.8666666666666667,1.3663943594532684,50,0.5,0.49500016666001023
