condition,seed,round,prototype_update_idx,prototype_update_norm,theta_0_a0,theta_0_a1,theta_1_a0,theta_1_a1,p_0_cooperate,p_0_defect,p_1_cooperate,p_1_defect
main,42,89,17,0.25089519288490253,0.18343208220765317,-0.18343208220765345,0.1884407977077061,-0.18844079770770678,0.5907010332429866,0.4092989667570135,0.5931207620401178,0.4068792379598822
main,42,94,18,0.04678677459145509,0.1609583835686153,-0.1609583835686156,0.16416253566493375,-0.16416253566493438,0.5797913118307092,0.4202086881692907,0.5813517851745185,0.4186482148254814
main,42,99,19,0.14100381193158143,0.09049506472318414,-0.09049506472318443,0.09362206368674594,-0.09362206368674658,0.5451244195703377,0.45487558042966236,0.5466747420122124,0.4533252579877876
main,42,104,20,0.0842105485482081,0.1324863583199073,-0.13248635831990763,0.13584101091981718,-0.13584101091981782,0.5658583004040264,0.43414169959597354,0.5675057921824883,0.43249420781751163
main,42,109,21,0.15606175604744985,0.05321483005332937,-0.053214830053329665,0.05907083014246063,-0.05907083014246124,0.5265823276566071,0.47341767234339305,0.5295011096907505,0.4704988903092496
main,42,114,22,0.08906518620807934,0.09758057827583058,-0.09758057827583091,0.10376964535939398,-0.10376964535939459,0.5486360168240443,0.4513639831759557,0.5516993870248565,0.4483006129751434
main,42,119,23,0.13407940594597137,0.030821958264170057,-0.03082195826417039,0.03645003303467087,-0.03645003303467148,0.5154061008777956,0.4845938991222044,0.5182169495223157,0.4817830504776843
main,42,124,24,0.013379947097074994,0.024505936694321974,-0.024505936694322307,0.029405931694579536,-0.029405931694580147,0.5122505161332058,0.4877494838667942,0.5146987293845295,0.4853012706154704
main,42,129,25,0.27992993910669656,0.16426363138893005,-0.16426363138893038,0.16957786960580387,-0.16957786960580448,0.5814009941010887,0.4185990058989113,0.583985427330295,0.41601457266970493
main,42,134,26,0.12406601060115381,0.2265409816592835,-0.22654098165928382,0.23136556366009364,-0.23136556366009423,0.6113717479854381,0.38862825201456197,0.6136618751352253,0.3863381248647746
main,42,139,27,0.0695254856854365,0.2616504456474587,-0.26165044564745904,0.265778092168777,-0.26577809216877757,0.6279193005837628,0.37208069941623734,0.629845994063877,0.3701540059361231
main,42,144,28,0.01970438577166078,0.2715381991490125,-0.2715381991490129,0.2755945956201961,-0.2755945956201967,0.6325277757397153,0.3674722242602848,0.6344114484325089,0.3655885515674912
main,42,149,29,0.04501029564855143,0.24910102435745318,-0.2491010243574536,0.25302167944709125,-0.25302167944709186,0.6220367130390079,0.377963286960992,0.6238784883873904,0.37612151161260976
main,42,154,30,0.12345404036783908,0.3111359817037073,-0.3111359817037077,0.314439218543187,-0.3144392185431876,0.6507350946654397,0.34926490533456034,0.6522351077325377,0.3477648922674624
main,42,159,31,0.04820366606604809,0.2869822684347565,-0.28698226843475694,0.2903893776616999,-0.29038937766170053,0.6396774671628691,0.36032253283713095,0.6412465782321654,0.3587534217678346
main,42,164,32,0.012177884139578791,0.29278293537644035,-0.2927829353764408,0.29675355035657225,-0.29675355035657286,0.6423471050463198,0.3576528949536802,0.6441694322337832,0.3558305677662168
main,42,169,33,0.04316441098216477,0.2712075092681447,-0.27120750926814513,0.2751645676115681,-0.2751645676115687,0.6323740335462845,0.36762596645371554,0.6342119495264006,0.36578805047359947
