round,i,j,r_i,r_j
0,14,13,1.0,-1.0
0,5,17,1.0,-1.0
0,0,15,1.0,-1.0
0,1,5,1.0,-1.0
0,15,1,1.0,-1.0
0,18,0,-1.0,1.0
0,0,16,1.0,-1.0
0,11,8,-1.0,1.0
0,8,6,1.0,-1.0
0,19,10,1.0,-1.0
0,0,4,1.0,-1.0
0,19,9,-1.0,1.0
1,7,14,-1.0,1.0
1,9,10,-1.0,1.0
1,19,9,-1.0,1.0
1,18,15,1.0,-1.0
1,16,15,1.0,-1.0
1,13,4,1.0,-1.0
1,13,5,1.0,-1.0
2,1,3,1.0,-1.0
2,19,12,1.0,-1.0
2,9,2,1.0,-1.0
2,15,10,1.0,-1.0
2,12,18,1.0,-1.0
2,12,9,-1.0,1.0
2,2,14,-1.0,1.0
2,2,18,-1.0,1.0
2,16,18,1.0,-1.0
2,14,19,1.0,-1.0
2,7,3,1.0,-1.0
2,1,5,-1.0,1.0
2,7,12,-1.0,1.0
2,11,5,-1.0,1.0
2,3,2,-1.0,1.0
3,3,5,1.0,-1.0
3,9,14,-1.0,1.0
3,15,14,1.0,-1.0
3,14,7,1.0,-1.0
3,17,10,-1.0,1.0
3,17,12,1.0,-1.0
3,4,17,-1.0,1.0
3,13,4,-1.0,1.0
3,13,16,1.0,-1.0
3,6,13,-1.0,1.0
3,16,10,-1.0,1.0
3,5,13,-1.0,1.0
3,17,18,1.0,-1.0
4,15,4,1.0,-1.0
4,9,18,-1.0,1.0
4,0,6,1.0,-1.0
4,17,13,1.0,-1.0
4,6,12,-1.0,1.0
4,17,1,-1.0,1.0
4,10,2,-1.0,1.0
4,4,17,-1.0,1.0
4,19,0,-1.0,1.0
4,11,0,-1.0,1.0
4,1,11,-1.0,1.0
5,3,4,1.0,-1.0
5,10,18,1.0,-1.0
5,2,0,1.0,-1.0
5,17,14,1.0,-1.0
5,16,18,1.0,-1.0
5,8,12,-1.0,1.0
5,19,9,-1.0,1.0
5,7,8,1.0,-1.0
5,9,8,1.0,-1.0
5,1,2,1.0,-1.0
5,0,10,-1.0,1.0
5,18,11,1.0,-1.0
5,0,3,-1.0,1.0
6,9,11,-1.0,1.0
6,17,1,-1.0,1.0
6,15,6,-1.0,1.0
6,8,7,-1.0,1.0
6,10,17,1.0,-1.0
6,12,6,-1.0,1.0
6,15,17,-1.0,1.0
6,18,15,1.0,-1.0
6,19,17,-1.0,1.0
7,11,19,1.0,-1.0
7,12,9,1.0,-1.0
7,14,4,-1.0,1.0
7,4,16,-1.0,1.0
7,17,9,-1.0,1.0
7,10,18,1.0,-1.0
7,19,9,-1.0,1.0
7,3,19,-1.0,1.0
7,17,18,1.0,-1.0
7,0,3,1.0,-1.0
7,12,4,1.0,-1.0
8,19,10,1.0,-1.0
8,18,14,1.0,-1.0
8,10,9,-1.0,1.0
8,14,2,-1.0,1.0
8,8,2,1.0,-1.0
8,1,12,-1.0,1.0
8,1,10,1.0,-1.0
8,15,12,1.0,-1.0
8,16,14,-1.0,1.0
8,12,14,1.0,-1.0
8,13,6,-1.0,1.0
9,19,15,1.0,-1.0
9,15,16,1.0,-1.0
9,16,4,1.0,-1.0
9,2,17,-1.0,1.0
9,4,12,-1.0,1.0
9,9,2,1.0,-1.0
10,8,5,1.0,-1.0
10,17,13,1.0,-1.0
10,19,15,-1.0,1.0
10,12,0,-1.0,1.0
10,14,7,-1.0,1.0
10,11,9,-1.0,1.0
11,10,19,-1.0,1.0
11,8,3,1.0,-1.0
11,2,5,1.0,-1.0
11,8,4,1.0,-1.0
11,17,9,-1.0,1.0
12,19,8,-1.0,1.0
12,0,19,-1.0,1.0
12,4,6,1.0,-1.0
12,12,7,-1.0,1.0
12,12,15,1.0,-1.0
12,3,10,-1.0,1.0
12,18,11,-1.0,1.0
12,10,13,1.0,-1.0
12,2,17,-1.0,1.0
13,19,0,1.0,-1.0
13,17,13,-1.0,1.0
13,9,5,1.0,-1.0
13,17,4,1.0,-1.0
13,19,10,-1.0,1.0
13,0,9,1.0,-1.0
13,6,11,-1.0,1.0
13,0,13,1.0,-1.0
13,3,15,-1.0,1.0
13,1,0,1.0,-1.0
14,5,17,-1.0,1.0
14,11,5,-1.0,1.0
14,18,12,1.0,-1.0
14,10,15,1.0,-1.0
14,1,16,-1.0,1.0
14,8,0,1.0,-1.0
15,11,7,-1.0,1.0
15,10,4,1.0,-1.0
15,5,4,-1.0,1.0
15,1,9,1.0,-1.0
15,8,15,-1.0,1.0
15,16,10,1.0,-1.0
15,0,6,-1.0,1.0
16,16,14,-1.0,1.0
16,6,11,-1.0,1.0
16,7,17,-1.0,1.0
16,15,1,-1.0,1.0
16,6,19,-1.0,1.0
16,7,19,-1.0,1.0
16,0,4,-1.0,1.0
16,17,7,1.0,-1.0
16,0,1,1.0,-1.0
17,17,11,1.0,-1.0
17,19,3,-1.0,1.0
17,19,11,-1.0,1.0
17,17,15,-1.0,1.0
17,15,9,1.0,-1.0
17,12,13,1.0,-1.0
17,15,11,1.0,-1.0
17,2,5,1.0,-1.0
17,6,5,1.0,-1.0
17,1,5,1.0,-1.0
17,8,3,1.0,-1.0
17,0,18,1.0,-1.0
17,0,3,-1.0,1.0
17,14,16,-1.0,1.0
18,8,12,-1.0,1.0
18,13,12,1.0,-1.0
18,11,19,1.0,-1.0
18,19,4,-1.0,1.0
18,4,19,-1.0,1.0
18,9,3,1.0,-1.0
18,15,1,-1.0,1.0
19,1,6,1.0,-1.0
19,15,17,1.0,-1.0
19,1,18,-1.0,1.0
19,7,1,1.0,-1.0
19,5,15,-1.0,1.0
19,4,17,-1.0,1.0
19,9,19,1.0,-1.0
19,8,1,1.0,-1.0
19,13,1,-1.0,1.0
19,3,15,-1.0,1.0
19,2,4,-1.0,1.0
19,6,17,-1.0,1.0
20,5,13,-1.0,1.0
20,9,14,-1.0,1.0
20,6,5,1.0,-1.0
20,2,17,-1.0,1.0
20,13,8,-1.0,1.0
20,6,2,1.0,-1.0
20,7,0,1.0,-1.0
20,7,11,-1.0,1.0
20,8,1,1.0,-1.0
20,11,10,1.0,-1.0
21,16,15,1.0,-1.0
21,9,10,-1.0,1.0
21,16,8,-1.0,1.0
21,0,16,-1.0,1.0
21,18,12,1.0,-1.0
21,13,5,1.0,-1.0
21,6,17,-1.0,1.0
22,19,14,1.0,-1.0
22,4,18,-1.0,1.0
22,16,6,-1.0,1.0
22,11,2,1.0,-1.0
22,5,4,-1.0,1.0
22,9,14,1.0,-1.0
22,16,8,-1.0,1.0
22,4,19,-1.0,1.0
22,3,6,-1.0,1.0
22,15,16,1.0,-1.0
22,19,4,-1.0,1.0
22,15,1,-1.0,1.0
22,17,6,-1.0,1.0
22,14,5,-1.0,1.0
22,13,16,1.0,-1.0
23,11,10,1.0,-1.0
23,0,19,-1.0,1.0
23,16,19,1.0,-1.0
23,16,4,-1.0,1.0
23,18,9,-1.0,1.0
23,5,6,1.0,-1.0
23,7,19,1.0,-1.0
23,3,0,1.0,-1.0
23,8,9,1.0,-1.0
23,4,18,-1.0,1.0
23,2,1,1.0,-1.0
23,15,17,1.0,-1.0
24,7,15,-1.0,1.0
24,18,7,-1.0,1.0
24,18,3,-1.0,1.0
24,16,18,1.0,-1.0
24,2,8,1.0,-1.0
24,0,7,1.0,-1.0
24,15,11,1.0,-1.0
24,11,0,-1.0,1.0
25,15,7,1.0,-1.0
25,0,15,-1.0,1.0
25,2,14,1.0,-1.0
25,9,7,-1.0,1.0
25,8,4,1.0,-1.0
26,17,3,-1.0,1.0
26,5,8,1.0,-1.0
26,17,9,1.0,-1.0
26,0,1,1.0,-1.0
26,13,18,1.0,-1.0
26,6,17,-1.0,1.0
26,10,16,1.0,-1.0
