condition,seed,round,prototype_update_idx,prototype_update_norm,theta_0_a0,theta_0_a1,theta_1_a0,theta_1_a1,p_0_cooperate,p_0_defect,p_1_cooperate,p_1_defect
symmetric,42,224,44,0.010476991494496561,-0.0689027875431114,0.06890278754311141,-0.0689027875431114,0.06890278754311141,0.4656030233023351,0.5343969766976648,0.4656030233023351,0.5343969766976648
symmetric,42,229,45,0.005498734932562766,-0.07165215500939277,0.07165215500939279,-0.07165215500939277,0.07165215500939279,0.4642351075825438,0.5357648924174563,0.4642351075825438,0.5357648924174563
symmetric,42,234,46,0.003797881397497344,-0.0697532143106441,0.06975321431064412,-0.0697532143106441,0.06975321431064412,0.4651798471464485,0.5348201528535514,0.4651798471464485,0.5348201528535514
symmetric,42,239,47,0.003709204502637458,-0.06789861205932538,0.06789861205932539,-0.06789861205932538,0.06789861205932539,0.4661027692148243,0.5338972307851757,0.4661027692148243,0.5338972307851757
symmetric,42,244,48,0.00040836427302154226,-0.0676944299228146,0.06769442992281462,-0.0676944299228146,0.06769442992281462,0.4662043924687412,0.5337956075312589,0.4662043924687412,0.5337956075312589
symmetric,42,249,49,0.0,-0.0676944299228146,0.06769442992281462,-0.0676944299228146,0.06769442992281462,0.4662043924687412,0.5337956075312589,0.4662043924687412,0.5337956075312589
symmetric,42,254,50,0.0023161596354732933,-0.06885250974055125,0.06885250974055127,-0.06885250974055125,0.06885250974055127,0.4656280433175677,0.5343719566824324,0.4656280433175677,0.5343719566824324
symmetric,42,259,51,0.013293401421265663,-0.07549921045118409,0.0754992104511841,-0.07549921045118409,0.0754992104511841,0.4623219575076046,0.5376780424923955,0.4623219575076046,0.5376780424923955
symmetric,42,264,52,0.006035788454117972,-0.0724813162241251,0.07248131622412511,-0.0724813162241251,0.07248131622412511,0.4638226727369642,0.5361773272630358,0.4638226727369642,0.5361773272630358
symmetric,42,269,53,0.0007986786620148051,-0.0720819768931177,0.07208197689311771,-0.0720819768931177,0.07208197689311771,0.4640213028212982,0.5359786971787017,0.4640213028212982,0.5359786971787017
symmetric,42,274,54,0.007557231896990163,-0.07586059284161278,0.0758605928416128,-0.07586059284161278,0.0758605928416128,0.4621422972748811,0.5378577027251189,0.4621422972748811,0.5378577027251189
symmetric,42,279,55,0.0020640875443961033,-0.07689263661381084,0.07689263661381085,-0.07689263661381084,0.07689263661381085,0.46162927392133946,0.5383707260786607,0.46162927392133946,0.5383707260786607
symmetric,42,284,56,0.0020233769364355683,-0.07790432508202862,0.07790432508202863,-0.07790432508202862,0.07790432508202863,0.46112644794080415,0.5388735520591958,0.46112644794080415,0.5388735520591958
symmetric,42,289,57,0.0019841454763017434,-0.07889639782017949,0.0788963978201795,-0.07889639782017949,0.0788963978201795,0.4606334481064175,0.5393665518935826,0.4606334481064175,0.5393665518935826
symmetric,42,294,58,0.00040125509277377883,-0.0786957702737926,0.07869577027379261,-0.0786957702737926,0.07869577027379261,0.4607331416178226,0.5392668583821775,0.4607331416178226,0.5392668583821775
symmetric,42,299,59,0.008121174752490202,-0.0746351828975475,0.07463518289754752,-0.0746351828975475,0.07463518289754752,0.4627515459405938,0.5372484540594061,0.4627515459405938,0.5372484540594061
symmetric,42,304,60,0.0019202147278716063,-0.0755952902614833,0.07559529026148332,-0.0755952902614833,0.07559529026148332,0.46227419074494386,0.5377258092550562,0.46227419074494386,0.5377258092550562
symmetric,42,309,61,0.0007354887446825188,-0.07522754588914204,0.07522754588914206,-0.07522754588914204,0.07522754588914206,0.4624570212212911,0.5375429787787089,0.4624570212212911,0.5375429787787089
symmetric,42,314,62,0.0,-0.07522754588914204,0.07522754588914206,-0.07522754588914204,0.07522754588914206,0.4624570212212911,0.5375429787787089,0.4624570212212911,0.5375429787787089
symmetric,42,319,63,0.00035565321806898387,-0.07504971928010755,0.07504971928010756,-0.07504971928010755,0.07504971928010756,0.46254543442098384,0.537454565579016,0.46254543442098384,0.537454565579016
symmetric,42,324,64,0.002860338362425948,-0.07361955009889458,0.07361955009889459,-0.07361955009889458,0.07361955009889459,0.4632565821040366,0.5367434178959634,0.4632565821040366,0.5367434178959634
symmetric,42,329,65,0.000677142382436251,-0.07328097890767646,0.07328097890767647,-0.07328097890767646,0.07328097890767647,0.4634249576869379,0.5365750423130622,0.4634249576869379,0.5365750423130622
symmetric,42,334,66,0.0006649783435307491,-0.07294848973591109,0.0729484897359111,-0.07294848973591109,0.0729484897359111,0.46359031672457196,0.5364096832754279,0.46359031672457196,0.5364096832754279
symmetric,42,339,67,0.0020792481811851195,-0.07398811382650365,0.07398811382650367,-0.07398811382650365,0.07398811382650367,0.46307330039275935,0.5369266996072407,0.46307330039275935,0.5369266996072407
