round,belief_entropy_mean,matched_cross_entropy,belief_argmax_accuracy,batch_log_likelihood,alpha_logged,prototype_step_m,prototype_update_norm,belief_change_norm
0,0.693147180559945,1.3862943611198906,0.5,-0.6931471805599453,1.0,0,0.0,0.0
1,0.693147180559945,1.3862943611198906,0.5,-0.6931471805599453,0.6597539553864471,0,0.0,0.0
2,0.693147180559945,1.3862943611198906,0.5,-0.6931471805599453,0.5172818579717866,0,0.0,0.0
3,0.693147180559945,1.3862943611198906,0.5,-0.6931471805599453,0.43527528164806206,0,0.0,0.0
4,0.693147180559945,1.3887933201471419,0.5,-0.6931471805599453,0.3807307877431757,1,0.1,0.0
5,0.693147180559945,1.3887933201471419,0.5,-0.6443966600735709,0.34127875184653655,1,0.0,0.0
6,0.693147180559945,1.3887933201471419,0.5,-0.6443966600735709,0.3111294892118257,1,0.0,0.0
7,0.693147180559945,1.3887933201471419,0.5,-0.744396660073571,0.2871745887492588,1,0.0,0.0
8,0.693147180559945,1.3887933201471419,0.5,-0.6443966600735709,0.2675805205867436,1,0.0,0.0
9,0.693147180559945,1.3912045378263627,0.5,-0.744396660073571,0.251188643150958,2,0.04020265799899128,0.0
10,0.693147180559945,1.3912045378263627,0.5,-0.6255009399136856,0.23722714866171576,2,0.0,0.0
11,0.693147180559945,1.3912045378263627,0.5,-0.765703597912677,0.22516000642010225,2,0.0,0.0
12,0.693147180559945,1.3912045378263627,0.5,-0.6255009399136856,0.21460211045300662,2,0.0,0.0
13,0.693147180559945,1.3912045378263627,0.5,-0.6255009399136856,0.20526891114486695,2,0.0,0.0
14,0.693147180559945,1.4005165009924299,0.5,-0.6255009399136856,0.19694512927085184,3,0.09859335003606412,0.0
15,0.693147180559945,1.4005165009924299,0.5,-0.5808602464786873,0.18946457081379978,3,0.0,0.0
16,0.693147180559945,1.4005165009924299,0.5,-0.8196562545137426,0.1826966765645725,3,0.0,0.0
17,0.693147180559945,1.4005165009924299,0.5,-0.8196562545137426,0.17653730684146873,3,0.0,0.0
18,0.693147180559945,1.4005165009924299,0.5,-0.8196562545137426,0.17090227321766677,3,0.0,0.0
19,0.693147180559945,1.3908863704584533,0.5,-0.8196562545137426,0.16572270086699936,4,0.10321540707412243,0.0
20,0.693147180559945,1.3908863704584533,0.5,-0.6276528847487602,0.16094164024930613,4,0.0,0.0
21,0.693147180559945,1.3908863704584533,0.5,-0.7632334857096931,0.15651154965461567,4,0.0,0.0
22,0.693147180559945,1.3908863704584533,0.5,-0.7632334857096931,0.15239239637031693,4,0.0,0.0
23,0.693147180559945,1.3908863704584533,0.5,-0.6276528847487602,0.1485502048305003,4,0.0,0.0
24,0.693147180559945,1.389004297930783,0.5,-0.7632334857096931,0.1449559327355391,5,0.03144298063895423,0.0
25,0.693147180559945,1.389004297930783,0.5,-0.6424333388044021,0.1415845912056503,5,0.0,0.0
26,0.693147180559945,1.389004297930783,0.5,-0.6424333388044021,0.1384145488461686,5,0.0,0.0
27,0.693147180559945,1.389004297930783,0.5,-0.6424333388044021,0.13542697604569512,5,0.0,0.0
28,0.693147180559945,1.389004297930783,0.5,-0.6424333388044021,0.1326053973592681,5,0.0,0.0
29,0.693147180559945,1.3925892035515188,0.5,-0.7465709591263808,0.12993532803053964,6,0.05462571771330147,0.0
30,0.693147180559945,1.3925892035515188,0.5,-0.7756762707933995,0.12740397661775155,6,0.0,0.0
31,0.693147180559945,1.3925892035515188,0.5,-0.7756762707933995,0.125,6,0.0,0.0
32,0.693147180559945,1.3925892035515188,0.5,-0.7756762707933995,0.12271330022108154,6,0.0,0.0
33,0.693147180559945,1.3925892035515188,0.5,-0.6169129327581193,0.12053485499943511,6,0.0,0.0
34,0.693147180559945,1.3908158789336977,0.5,-0.6169129327581193,0.1184565755177503,7,0.02422819475108001,0.0
35,0.693147180559945,1.3908158789336977,0.5,-0.6281403678247488,0.11647118646192989,7,0.0,0.0
36,0.693147180559945,1.3908158789336977,0.5,-0.7626755111089489,0.11457212431821104,7,0.0,0.0
37,0.693147180559945,1.3908158789336977,0.5,-0.7626755111089489,0.11275345073989092,7,0.0,0.0
38,0.693147180559945,1.3908158789336977,0.5,-0.7626755111089489,0.11100977841979782,7,0.0,0.0
39,0.693147180559945,1.3895403294434094,0.5,-0.6281403678247488,0.10933620739432781,8,0.020557518195645823,0.0
40,0.693147180559945,1.3895403294434094,0.5,-0.6377813521774275,0.10772827009130774,8,0.0,0.0
41,0.693147180559945,1.3895403294434094,0.5,-0.751758977265982,0.10618188374086235,8,0.0,0.0
42,0.693147180559945,1.3895403294434094,0.5,-0.6377813521774275,0.10469330901369864,8,0.0,0.0
43,0.693147180559945,1.3895403294434094,0.5,-0.6377813521774275,0.10325911394829501,8,0.0,0.0
44,0.693147180559945,1.3920316490858875,0.5,-0.6377813521774275,0.10187614238771993,9,0.03758458844478798,0.0
45,0.693147180559945,1.3920316490858875,0.5,-0.7717969313096149,0.10054148627613585,9,0.0,0.0
46,0.693147180559945,1.3920316490858875,0.5,-0.7717969313096149,0.09925246127060626,9,0.0,0.0
47,0.693147180559945,1.3920316490858875,0.5,-0.6202347177762726,0.09800658521038948,9,0.0,0.0
48,0.693147180559945,1.3920316490858875,0.5,-0.6202347177762726,0.09680155905721158,9,0.0,0.0
49,0.693147180559945,1.3907941960089747,0.5,-0.7717969313096149,0.0956352499790037,10,0.017350281818641004,0.0
