run_id,preset,variant,seed,p_obs,prototype_lr_scale,init_noise,prototype_update_every_q,target_interaction_budget,num_interaction_events_executed,num_rounds_executed,final_matched_cross_entropy,final_mce,final_belief_entropy,final_belief_argmax_accuracy,final_prototype_gap,prototype_update_count
q_recovery/Q_1/seed_0,q_recovery_sweep,Q_1,0,1.0,22.0,0.05,1,,18,2,2.434757531763525,1.2173787658817625,0.6931449230965295,0.5105263157894737,7.593903117109058e-06,18
q_recovery/Q_2/seed_0,q_recovery_sweep,Q_2,0,1.0,22.0,0.05,2,,18,2,2.4446692255092533,1.2223346127546266,0.6931438814462286,0.5078947368421053,2.5780113495077472e-06,9
sparse_pobs/p_obs_0p2/seed_0,sparse_pobs_sweep,p_obs_0p2,0,0.2,22.0,0.05,15,,14,2,1.5371386839028323,0.7685693419514161,0.6931471650196279,0.5026315789473684,0.0018048691274927808,1
sparse_pobs/p_obs_0p3/seed_0,sparse_pobs_sweep,p_obs_0p3,0,0.3,22.0,0.05,15,,14,2,1.384811262529028,0.692405631264514,0.6931471488504741,0.5026315789473684,0.0007440813179903083,1
sparse_pobs/p_obs_0p5/seed_0,sparse_pobs_sweep,p_obs_0p5,0,0.5,22.0,0.05,15,,14,2,1.5373612853868972,0.7686806426934486,0.6931471009718477,0.49473684210526314,0.002858054311266678,1
sparse_pobs/p_obs_1p0/seed_0,sparse_pobs_sweep,p_obs_1p0,0,1.0,22.0,0.05,15,,18,2,4.6742906026992905,2.3371453013496453,0.6931465268522541,0.5210526315789473,0.0008471958154167014,2
