round,belief_entropy_mean,matched_cross_entropy,belief_argmax_accuracy,batch_log_likelihood,alpha_logged,prototype_step_m,prototype_update_norm,belief_change_norm
0,0.6931314014592017,1.4143761529386276,0.5833333333333334,-0.7078676550973909,1.0,1,0.5073036583846959,0.019459561021777372
1,0.693118249407105,1.3667498382910375,0.5833333333333334,-0.9607527139272045,0.6597539553864471,2,0.3308415980569734,0.01776605314157914
2,0.693110662790875,1.3642927211165286,0.5833333333333334,-0.7697071879683431,0.5172818579717866,3,0.1997285864234505,0.013493452634851633
