num_prototypes,focal_mean_payoff_per_round_mean,focal_mean_payoff_per_round_std,focal_mean_payoff_per_round_ci95_low,focal_mean_payoff_per_round_ci95_high,focal_mean_payoff_per_round_n
1,1.2566,0.042293156788198144,1.2263452982155147,1.2868547017844851,10
2,1.2592,0.03944067274612172,1.230985842374236,1.2874141576257643,10
3,1.2597,0.040959465057270696,1.2303993638056934,1.2890006361943067,10
5,1.2576000000000003,0.039336723017782994,1.2294602035302786,1.285739796469722,10
