round,i,j,r_i,r_j
0,12,6,5.0,0.0
0,10,4,5.0,0.0
0,6,4,3.0,3.0
0,17,3,5.0,0.0
0,5,7,3.0,3.0
0,18,7,5.0,0.0
0,4,5,3.0,3.0
1,18,8,5.0,0.0
1,5,9,3.0,3.0
1,19,14,1.0,1.0
1,9,17,0.0,5.0
1,13,2,5.0,0.0
1,4,6,3.0,3.0
1,4,12,0.0,5.0
1,14,19,1.0,1.0
1,1,9,3.0,3.0
1,1,6,3.0,3.0
2,10,15,1.0,1.0
2,5,15,0.0,5.0
2,18,14,1.0,1.0
2,18,1,5.0,0.0
2,0,17,0.0,5.0
2,1,5,3.0,3.0
2,19,8,5.0,0.0
2,12,16,1.0,1.0
2,17,9,5.0,0.0
2,14,7,5.0,0.0
3,9,0,3.0,3.0
3,14,2,5.0,0.0
3,2,8,3.0,3.0
3,0,16,0.0,5.0
3,8,12,0.0,5.0
3,13,16,1.0,1.0
3,1,6,3.0,3.0
3,12,8,5.0,0.0
3,7,18,0.0,5.0
3,9,5,3.0,3.0
3,1,2,3.0,3.0
3,11,1,5.0,0.0
3,5,1,3.0,3.0
3,4,11,0.0,5.0
3,1,11,0.0,5.0
4,3,2,3.0,3.0
4,8,14,0.0,5.0
4,3,14,0.0,5.0
4,15,16,1.0,1.0
4,0,12,0.0,5.0
4,6,14,0.0,5.0
4,9,10,0.0,5.0
4,11,17,1.0,1.0
4,0,3,3.0,3.0
4,10,4,5.0,0.0
4,2,0,3.0,3.0
5,14,19,1.0,1.0
5,3,14,0.0,5.0
5,13,9,5.0,0.0
5,1,18,0.0,5.0
5,19,12,1.0,1.0
5,10,2,5.0,0.0
5,13,11,1.0,1.0
5,4,2,3.0,3.0
6,14,8,5.0,0.0
6,19,11,1.0,1.0
6,8,5,3.0,3.0
6,13,18,1.0,1.0
6,15,3,5.0,0.0
6,16,6,5.0,0.0
6,19,13,1.0,1.0
6,5,6,3.0,3.0
7,18,14,1.0,1.0
7,11,2,5.0,0.0
7,13,7,5.0,0.0
7,17,0,5.0,0.0
7,12,19,1.0,1.0
7,13,17,1.0,1.0
7,8,14,0.0,5.0
7,10,2,5.0,0.0
7,2,10,0.0,5.0
7,2,8,3.0,3.0
7,8,0,3.0,3.0
7,6,3,3.0,3.0
8,15,5,5.0,0.0
8,4,1,3.0,3.0
8,6,0,3.0,3.0
8,4,13,0.0,5.0
8,17,1,5.0,0.0
8,18,9,5.0,0.0
8,6,19,0.0,5.0
8,8,19,0.0,5.0
8,14,11,1.0,1.0
8,12,0,5.0,0.0
8,13,6,5.0,0.0
8,6,12,0.0,5.0
8,16,9,5.0,0.0
8,15,6,5.0,0.0
8,5,12,0.0,5.0
9,15,19,1.0,1.0
9,18,1,5.0,0.0
9,11,16,1.0,1.0
9,10,3,5.0,0.0
9,15,16,1.0,1.0
9,14,3,5.0,0.0
9,15,2,5.0,0.0
9,4,15,0.0,5.0
9,16,12,1.0,1.0
9,7,1,3.0,3.0
9,1,12,0.0,5.0
9,15,18,1.0,1.0
