comparison,metric,n_pairs,mean_esl,mean_baseline,mean_diff,ci95_low,ci95_high,t_stat,p_value,cohen_dz
ESL vs Fixed-K,PSR,10.0,96.70159166666666,131.46825833333332,34.766666666666666,27.877591156941136,41.655742176392195,11.416287122638067,1.1761293423074183e-06,3.6101469729986304
